14.452,4.537
26.107,29.49
35.431,81.664
41.026,140.643
44.755,201.89
46.62,238.185
49.417,297.164
52.214,365.217
55.012,462.76
58.741,560.302
60.606,651.04
62.471,759.924
66.2,950.473
69.93,1084.31
72.727,1193.195
79.254,1281.664
87.646,1168.242
91.375,1041.21
96.97,902.836
101.632,805.293
105.361,721.361
111.888,619.282
118.415,539.887
127.739,462.76
139.86,394.707
152.914,342.533
164.103,306.238
180.886,274.48
206.993,231.38
239.627,195.085
276.923,165.595
311.422,145.18
350.583,127.032
386.014,115.69
417.716,104.348
456.876,95.274
482.984,88.469
518.415,83.932
566.9,74.858
612.587,70.321
648.019,65.784
678.788,63.516
700.699,61.248
