-0.38412,22.17125
3.07298,40.51988
5.37772,70.33639
7.68246,92.50765
9.9872,109.32722
12.29193,123.08869
13.82843,136.85015
16.13316,161.31498
17.66965,178.89908
19.20615,192.66055
20.74264,207.18654
22.27913,217.88991
23.81562,237.76758
27.65685,270.6422
29.96159,298.16514
32.26633,327.21713
36.10755,351.68196
39.94878,376.91131
42.25352,402.9052
46.09475,429.66361
49.93598,462.53823
53.77721,487.76758
56.08195,516.81957
59.92318,538.2263
63.7644,547.40061
69.91037,555.04587
73.7516,550.45872
76.05634,541.2844
79.89757,521.40673
82.2023,496.9419
83.7388,474.77064
86.04353,460.24465
88.34827,443.42508
89.88476,406.72783
93.72599,383.02752
96.03073,360.85627
98.33547,342.50765
99.87196,311.92661
102.1767,296.63609
106.01793,280.58104
108.32266,262.23242
109.85915,247.70642
113.70038,229.3578
119.84635,210.24465
122.15109,194.95413
129.83355,178.13456
135.97951,165.13761
143.66197,149.08257
152.11268,136.08563
162.09987,124.61774
172.08707,115.44343
184.379,107.79817
192.06146,101.68196
204.35339,94.0367
215.87708,87.92049
228.16901,82.56881
241.99744,77.21713
254.28937,73.3945
265.81306,68.80734
279.64149,64.98471
289.62868,61.92661
295.77465,61.16208
315.74904,56.57492
334.18694,53.51682
358.00256,49.69419
371.83099,48.16514
380.28169,45.87156
395.64661,43.57798
410.24328,42.04893
424.0717,40.51988
441.74136,38.99083
461.71575,36.69725
476.31242,35.1682
491.67734,34.40367
501.66453,33.63914
510.11524,32.87462
523.94366,32.87462
533.93086,31.34557
540.07682,31.34557
553.90525,29.81651
567.73367,29.81651
586.17157,27.52294
606.14597,27.52294
616.13316,27.52294
632.26633,25.99388
649.93598,25.22936
659.92318,25.22936
669.91037,24.46483
689.88476,24.46483
698.71959,24.46483
