NACA 4405
     1.000000    0.000525
     0.994123    0.001647
     0.981736    0.003979
     0.968554    0.006411
     0.955331    0.008801
     0.942098    0.011141
     0.928855    0.013433
     0.915604    0.015677
     0.902345    0.017871
     0.889077    0.020018
     0.875802    0.022116
     0.862519    0.024166
     0.849229    0.026167
     0.835931    0.028120
     0.822626    0.030025
     0.809315    0.031882
     0.795997    0.033690
     0.782672    0.035450
     0.769341    0.037162
     0.756005    0.038824
     0.742662    0.040438
     0.729314    0.042004
     0.715961    0.043520
     0.702602    0.044986
     0.689238    0.046404
     0.675870    0.047771
     0.662497    0.049089
     0.649120    0.050356
     0.635738    0.051573
     0.622353    0.052738
     0.608964    0.053853
     0.595571    0.054915
     0.582175    0.055925
     0.568777    0.056883
     0.555375    0.057787
     0.541970    0.058638
     0.528564    0.059435
     0.515155    0.060176
     0.501744    0.060862
     0.488332    0.061492
     0.474919    0.062065
     0.461504    0.062580
     0.448089    0.063037
     0.434674    0.063434
     0.421258    0.063771
     0.407844    0.064047
     0.394465    0.064255
     0.381135    0.064360
     0.367808    0.064351
     0.354483    0.064228
     0.341162    0.063990
     0.327846    0.063635
     0.314536    0.063161
     0.301234    0.062568
     0.287940    0.061854
     0.274657    0.061018
     0.261386    0.060056
     0.248129    0.058969
     0.234886    0.057753
     0.221661    0.056406
     0.208456    0.054927
     0.195272    0.053311
     0.182112    0.051556
     0.168980    0.049659
     0.155880    0.047615
     0.142814    0.045419
     0.129790    0.043066
     0.116813    0.040549
     0.103891    0.037860
     0.091038    0.034987
     0.078268    0.031917
     0.065606    0.028632
     0.053093    0.025107
     0.040801    0.021310
     0.028882    0.017201
     0.017795    0.012793
     0.009110    0.008592
     0.004201    0.005513
     0.001706    0.003352
     0.000429    0.001611
     0.000001    0.000070
     0.000400   -0.001392
     0.001770   -0.002713
     0.004229   -0.003851
     0.008581   -0.004901
     0.016547   -0.005762
     0.027972   -0.006067
     0.040634   -0.005828
     0.053678   -0.005248
     0.066894   -0.004458
     0.080204   -0.003532
     0.093575   -0.002519
     0.106987   -0.001450
     0.120429   -0.000349
     0.133894    0.000768
     0.147361    0.001885
     0.160817    0.002993
     0.174261    0.004081
     0.187697    0.005145
     0.201126    0.006179
     0.214551    0.007178
     0.227971    0.008138
     0.241389    0.009055
     0.254804    0.009927
     0.268218    0.010750
     0.281630    0.011522
     0.295042    0.012241
     0.308453    0.012905
     0.321864    0.013511
     0.335274    0.014058
     0.348684    0.014545
     0.362093    0.014969
     0.375502    0.015330
     0.388912    0.015626
     0.402337    0.015857
     0.415824    0.016054
     0.429314    0.016233
     0.442803    0.016392
     0.456290    0.016531
     0.469776    0.016649
     0.483262    0.016744
     0.496745    0.016816
     0.510228    0.016865
     0.523710    0.016890
     0.537191    0.016889
     0.550671    0.016863
     0.564150    0.016811
     0.577628    0.016732
     0.591105    0.016626
     0.604581    0.016493
     0.618056    0.016332
     0.631530    0.016143
     0.645003    0.015925
     0.658475    0.015678
     0.671946    0.015402
     0.685417    0.015097
     0.698886    0.014763
     0.712354    0.014398
     0.725821    0.014004
     0.739287    0.013580
     0.752752    0.013126
     0.766215    0.012641
     0.779678    0.012127
     0.793139    0.011582
     0.806599    0.011007
     0.820058    0.010402
     0.833516    0.009767
     0.846972    0.009101
     0.860427    0.008406
     0.873881    0.007682
     0.887333    0.006927
     0.900784    0.006144
     0.914234    0.005331
     0.927682    0.004489
     0.941129    0.003618
     0.954575    0.002719
     0.968018    0.001792
     0.981427    0.000840
     0.994029   -0.000081
     1.000000   -0.000525
