NACA 6409
     1.000000    0.000945
     0.994417    0.002642
     0.983892    0.005802
     0.971235    0.009534
     0.957441    0.013519
     0.943210    0.017540
     0.928824    0.021511
     0.914376    0.025407
     0.899894    0.029219
     0.885385    0.032945
     0.870854    0.036584
     0.856301    0.040135
     0.841727    0.043599
     0.827133    0.046975
     0.812520    0.050263
     0.797889    0.053463
     0.783240    0.056573
     0.768574    0.059594
     0.753892    0.062524
     0.739194    0.065365
     0.724482    0.068114
     0.709756    0.070771
     0.695017    0.073336
     0.680265    0.075807
     0.665501    0.078185
     0.650727    0.080467
     0.635943    0.082654
     0.621150    0.084743
     0.606349    0.086735
     0.591540    0.088627
     0.576725    0.090420
     0.561905    0.092110
     0.547080    0.093698
     0.532252    0.095181
     0.517421    0.096558
     0.502590    0.097828
     0.487758    0.098989
     0.472928    0.100038
     0.458101    0.100975
     0.443280    0.101797
     0.428473    0.102502
     0.413700    0.103087
     0.399030    0.103548
     0.384561    0.103837
     0.370177    0.103917
     0.355830    0.103789
     0.341508    0.103452
     0.327209    0.102904
     0.312936    0.102142
     0.298692    0.101164
     0.284483    0.099968
     0.270311    0.098552
     0.256183    0.096912
     0.242104    0.095047
     0.228080    0.092955
     0.214117    0.090631
     0.200224    0.088075
     0.186408    0.085282
     0.172679    0.082250
     0.159049    0.078976
     0.145532    0.075457
     0.132145    0.071689
     0.118910    0.067669
     0.105855    0.063394
     0.093021    0.058866
     0.080466    0.054089
     0.068282    0.049079
     0.056623    0.043881
     0.045736    0.038597
     0.035974    0.033409
     0.027680    0.028557
     0.020991    0.024230
     0.015768    0.020481
     0.011724    0.017246
     0.008579    0.014423
     0.006112    0.011912
     0.004173    0.009636
     0.002660    0.007533
     0.001511    0.005560
     0.000694    0.003688
     0.000193    0.001902
     0.000002    0.000210
     0.000123   -0.001436
     0.000616   -0.003097
     0.001535   -0.004688
     0.002876   -0.006141
     0.004613   -0.007433
     0.006739   -0.008574
     0.009289   -0.009582
     0.012339   -0.010473
     0.016027   -0.011253
     0.020558   -0.011916
     0.026232   -0.012434
     0.033424   -0.012751
     0.042473   -0.012785
     0.053446   -0.012462
     0.066007   -0.011761
     0.079634   -0.010735
     0.093904   -0.009460
     0.108569   -0.008009
     0.123490   -0.006438
     0.138588   -0.004791
     0.153803   -0.003103
     0.169056   -0.001408
     0.184272    0.000268
     0.199434    0.001908
     0.214547    0.003499
     0.229616    0.005032
     0.244650    0.006498
     0.259653    0.007891
     0.274631    0.009205
     0.289586    0.010433
     0.304522    0.011572
     0.319441    0.012617
     0.334346    0.013563
     0.349238    0.014407
     0.364122    0.015147
     0.379010    0.015778
     0.393938    0.016298
     0.409032    0.016725
     0.424265    0.017123
     0.439529    0.017492
     0.454795    0.017831
     0.470054    0.018135
     0.485304    0.018404
     0.500546    0.018636
     0.515780    0.018828
     0.531006    0.018978
     0.546225    0.019087
     0.561438    0.019151
     0.576645    0.019170
     0.591845    0.019142
     0.607040    0.019067
     0.622230    0.018944
     0.637416    0.018771
     0.652597    0.018548
     0.667774    0.018274
     0.682947    0.017949
     0.698116    0.017571
     0.713281    0.017141
     0.728444    0.016659
     0.743603    0.016123
     0.758760    0.015534
     0.773914    0.014892
     0.789065    0.014196
     0.804214    0.013446
     0.819361    0.012643
     0.834506    0.011787
     0.849649    0.010877
     0.864791    0.009915
     0.879931    0.008901
     0.895068    0.007834
     0.910202    0.006716
     0.925323    0.005548
     0.940405    0.004333
     0.955351    0.003080
     0.969856    0.001818
     0.983160    0.000622
     0.994181   -0.000397
     1.000000   -0.000945
